delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
106568.0,dtdc,furniture,bike,two day,east,cold,350.68,44.12,40.44,26.47,yes,delivered,4,1307.99
106569.0,xpressbees,food,cargo bike,express,east,rainy,499.29,42.48,21.26,20.51,yes,delivered,2,1799.88
106570.0,ecom express,groceries,ev van,express,west,windy,56.67,46.0,24.93,17.73,yes,delivered,1,550.65
106571.0,delhivery,clothing,three wheeler,express,east,stormy,213.21,34.52,41.79,18.32,yes,returned,2,1056.48
106572.0,ecom express,cosmetics,three wheeler,standard,south,stormy,355.8,45.47,33.19,14.31,yes,delivered,3,1289.65
106573.0,ekart,medical,three wheeler,express,west,cold,188.31,0.68,21.67,19.44,yes,delivered,4,674.25
106574.0,ekart,furniture,van,standard,central,foggy,46.99,37.38,25.08,27.47,no,delivered,5,414.29
106575.0,bluedart,food,truck,same day,south,cold,342.25,32.39,10.01,10.58,no,delivered,5,1641.6
106576.0,dhl,cosmetics,bike,same day,south,foggy,131.38,23.69,4.03,3.02,yes,delivered,1,849.45
106577.0,ecom express,books,truck,standard,north,windy,426.34,9.67,19.76,23.35,no,returned,1,1277.23
106578.0,delhivery,groceries,three wheeler,standard,east,foggy,155.69,30.31,41.48,26.52,yes,returned,1,696.95
106579.0,delhivery,groceries,van,express,north,windy,310.33,39.62,15.49,12.54,yes,delivered,2,1300.18
106580.0,bluedart,cosmetics,three wheeler,standard,north,cold,143.78,19.96,13.8,16.98,no,delivered,5,559.72
106581.0,ekart,electronics,three wheeler,same day,south,foggy,445.18,32.2,5.13,2.83,yes,cancelled,1,2000.0
106582.0,ecom express,groceries,ev van,two day,north,cold,340.29,42.93,30.34,29.4,yes,delivered,3,1224.34
106583.0,delhivery,books,van,express,west,clear,21.85,40.54,8.99,8.02,yes,returned,1,410.44
106584.0,xpressbees,cosmetics,three wheeler,standard,east,windy,295.25,21.71,66.5,47.55,yes,delivered,2,955.73
106585.0,delhivery,books,van,express,north,foggy,333.69,20.83,27.64,21.46,yes,delivered,2,1213.53
106586.0,xpressbees,cosmetics,three wheeler,standard,north,rainy,415.29,46.31,23.21,12.92,yes,delivered,1,1434.62
106587.0,ecom express,food,ev van,same day,south,foggy,469.07,31.77,16.92,8.89,yes,delivered,2,2000.0
106588.0,bluedart,furniture,van,express,east,cold,219.93,35.11,14.75,19.13,no,cancelled,2,985.88
106589.0,xpressbees,automobile parts,van,express,south,windy,143.33,47.01,23.95,21.78,yes,delivered,2,823.92
106590.0,amazon logistics,cosmetics,three wheeler,express,north,windy,176.35,43.43,6.75,6.75,no,delivered,4,874.44
106591.0,dtdc,electronics,truck,express,west,stormy,420.48,28.31,12.64,7.72,yes,returned,2,1683.67
106592.0,ekart,clothing,truck,same day,east,cold,177.09,26.73,11.63,9.04,yes,delivered,2,928.39
106593.0,amazon logistics,medical,three wheeler,same day,central,clear,120.18,37.39,2.67,3.23,no,delivered,4,830.92
106594.0,xpressbees,books,ev van,same day,north,foggy,460.09,25.73,14.06,9.53,yes,delivered,3,2000.0
106595.0,xpressbees,groceries,bike,express,central,clear,107.2,19.99,17.08,22.17,no,delivered,5,613.06
106596.0,dtdc,cosmetics,cargo bike,standard,west,rainy,65.98,26.78,46.98,32.26,yes,cancelled,1,424.53
106597.0,dtdc,furniture,three wheeler,express,north,clear,463.61,8.4,9.98,7.47,yes,delivered,3,1518.68
106598.0,ekart,electronics,van,standard,south,foggy,467.88,43.1,59.89,35.16,yes,returned,2,1511.66
106599.0,dtdc,electronics,ev van,two day,south,clear,74.91,32.17,21.47,19.5,yes,delivered,3,449.27
106600.0,delhivery,cosmetics,ev van,standard,north,rainy,164.3,42.5,72.0,45.02,yes,delivered,2,788.54
106601.0,ecom express,automobile parts,truck,two day,south,cold,200.52,39.38,46.69,46.2,yes,cancelled,1,752.44
106602.0,ekart,books,truck,two day,west,rainy,50.87,19.33,18.37,18.78,no,cancelled,2,327.86
106603.0,dhl,furniture,ev van,same day,north,clear,394.33,3.95,11.04,10.76,yes,delivered,3,1584.98
106604.0,dtdc,medical,cargo bike,standard,north,windy,353.32,14.36,22.67,27.76,no,cancelled,2,1121.02
106605.0,xpressbees,electronics,truck,standard,east,cold,412.5,10.11,46.12,40.73,yes,delivered,1,1260.38
106606.0,xpressbees,groceries,bike,standard,east,stormy,97.99,17.86,30.31,17.01,yes,returned,2,459.31
106607.0,bluedart,food,three wheeler,two day,east,clear,365.43,36.42,26.21,17.9,yes,delivered,2,1249.32
106608.0,dhl,automobile parts,ev van,standard,east,windy,367.93,42.48,25.87,22.18,yes,delivered,3,1202.17
106609.0,dhl,books,ev van,express,north,foggy,227.91,34.75,26.84,20.68,yes,cancelled,1,988.41
106610.0,amazon logistics,food,bike,standard,north,rainy,465.88,19.58,46.19,31.37,yes,delivered,1,1347.14
106611.0,bluedart,furniture,ev van,standard,east,cold,82.35,1.53,41.75,37.43,yes,delivered,1,340.83
106612.0,dhl,cosmetics,three wheeler,express,east,clear,409.31,16.35,14.35,16.19,no,returned,2,1588.16
106613.0,dhl,books,cargo bike,same day,central,clear,293.75,24.78,6.15,6.58,no,delivered,3,1456.7
106614.0,ecom express,medical,bike,express,east,clear,348.17,12.53,17.07,14.5,yes,delivered,3,1285.12
106615.0,bluedart,automobile parts,ev van,express,central,foggy,499.32,20.07,13.84,12.94,yes,delivered,3,1837.96
106616.0,ekart,medical,ev van,two day,west,rainy,458.22,27.17,28.01,24.91,yes,delivered,3,1265.2
106617.0,xpressbees,books,van,same day,east,rainy,462.05,39.32,10.74,7.24,yes,returned,1,2000.0
106618.0,xpressbees,electronics,truck,standard,central,cold,58.2,17.84,34.11,45.82,no,cancelled,2,329.97
106619.0,amazon logistics,groceries,truck,two day,east,cold,173.33,13.4,33.55,35.92,no,cancelled,1,581.7
106620.0,ekart,electronics,truck,standard,south,rainy,191.92,14.53,25.31,29.21,no,delivered,5,649.97
106621.0,ecom express,books,van,express,east,clear,61.91,45.4,22.58,18.73,yes,delivered,3,579.37
106622.0,bluedart,food,bike,two day,south,cold,232.72,42.35,41.06,43.07,no,delivered,5,830.74
106623.0,bluedart,furniture,bike,express,east,rainy,92.76,17.92,12.05,8.51,yes,delivered,3,538.54
106624.0,amazon logistics,food,ev van,two day,north,windy,153.29,18.46,43.37,36.15,yes,delivered,2,561.73
106625.0,ekart,automobile parts,three wheeler,standard,north,windy,294.59,40.83,37.9,20.66,yes,delivered,3,1072.58
106626.0,bluedart,books,truck,express,south,rainy,41.77,14.97,19.73,21.69,no,cancelled,2,350.19
106627.0,dhl,medical,van,standard,central,clear,306.98,44.61,22.04,18.56,yes,delivered,2,1170.69
106628.0,xpressbees,medical,truck,standard,central,foggy,350.77,4.59,39.27,38.37,yes,delivered,3,942.26
106629.0,ekart,electronics,ev van,standard,north,rainy,456.78,17.36,72.0,45.66,yes,delivered,1,1257.53
106630.0,dhl,medical,cargo bike,same day,east,rainy,22.89,44.25,12.21,8.32,yes,delivered,4,582.62
106631.0,amazon logistics,clothing,van,same day,west,foggy,159.07,32.99,12.56,8.07,yes,delivered,4,921.56
106632.0,delhivery,books,van,standard,north,cold,332.15,4.83,35.6,43.13,no,delivered,5,948.64
106633.0,amazon logistics,furniture,van,two day,west,foggy,202.04,45.94,44.01,40.82,yes,returned,1,834.94
106634.0,ekart,cosmetics,bike,standard,east,stormy,452.91,31.45,55.04,33.68,yes,returned,1,1318.98
106635.0,amazon logistics,automobile parts,cargo bike,standard,north,cold,132.51,17.69,29.68,26.38,yes,cancelled,1,471.95
106636.0,bluedart,cosmetics,van,same day,west,foggy,10.6,3.06,16.3,9.94,yes,delivered,1,215.42
106637.0,ekart,furniture,three wheeler,same day,central,clear,358.56,24.17,9.52,7.75,yes,delivered,2,1623.74
106638.0,delhivery,food,truck,standard,north,cold,286.38,22.77,31.93,42.42,no,cancelled,1,923.11
106639.0,ekart,furniture,cargo bike,two day,south,windy,409.43,32.81,15.96,16.44,no,delivered,4,1323.5
106640.0,delhivery,food,bike,two day,north,clear,260.33,5.94,39.25,32.0,yes,returned,2,706.68
106641.0,dhl,books,three wheeler,express,east,stormy,313.66,49.79,23.22,11.16,yes,delivered,1,1494.51
106642.0,ecom express,clothing,ev van,standard,south,foggy,110.84,5.07,37.96,22.48,yes,delivered,1,406.62
106643.0,shadowfax,electronics,bike,two day,east,foggy,411.88,1.98,72.0,38.52,yes,delivered,2,1243.35
106644.0,delhivery,books,three wheeler,two day,west,foggy,350.56,25.14,31.44,20.94,yes,returned,2,1161.81
106645.0,ekart,medical,three wheeler,express,west,stormy,46.07,34.68,26.04,22.25,yes,delivered,2,442.92
106646.0,ecom express,books,van,two day,north,clear,146.6,34.79,21.21,15.44,yes,returned,1,656.0
106647.0,dhl,groceries,van,two day,east,cold,44.64,23.61,29.82,33.51,no,delivered,4,306.53
106648.0,dhl,cosmetics,ev van,same day,central,clear,487.4,17.46,4.18,2.45,yes,returned,2,2000.0
106649.0,shadowfax,food,three wheeler,express,west,foggy,432.6,5.58,32.12,17.86,yes,delivered,3,1513.79
106650.0,ekart,automobile parts,three wheeler,two day,north,windy,97.96,40.92,29.48,38.14,no,delivered,3,578.89
106651.0,shadowfax,furniture,ev van,two day,central,stormy,468.82,48.77,27.99,22.16,yes,delivered,3,1582.37
106652.0,shadowfax,clothing,van,same day,east,rainy,201.64,26.17,10.95,8.92,yes,delivered,2,1175.48
106653.0,dtdc,food,three wheeler,standard,central,rainy,467.0,20.52,20.45,15.53,yes,delivered,3,1314.57
106654.0,dhl,books,cargo bike,same day,north,cold,451.55,3.23,5.72,4.06,yes,delivered,1,1978.62
106655.0,delhivery,food,truck,express,south,clear,371.21,18.09,12.84,12.44,yes,delivered,2,1364.81
106656.0,amazon logistics,books,three wheeler,express,south,clear,320.6,14.92,20.45,12.6,yes,returned,1,1184.72
106657.0,ecom express,automobile parts,ev van,two day,central,foggy,430.33,4.8,59.5,42.45,yes,cancelled,1,1121.22
106658.0,dtdc,furniture,cargo bike,standard,east,rainy,246.19,3.81,38.24,23.8,yes,delivered,3,704.26
106659.0,ekart,books,truck,same day,north,rainy,334.01,23.85,7.25,6.48,yes,delivered,1,1465.35
106660.0,amazon logistics,cosmetics,three wheeler,same day,central,foggy,171.51,28.4,14.62,9.59,yes,delivered,2,1077.71
106661.0,shadowfax,clothing,bike,standard,central,stormy,426.52,43.93,55.77,29.66,yes,delivered,2,1295.57
106662.0,shadowfax,books,van,two day,central,cold,409.32,24.72,50.74,41.93,yes,returned,1,1163.87
106663.0,delhivery,cosmetics,bike,two day,east,rainy,278.81,5.96,33.09,16.25,yes,delivered,1,770.75
106664.0,amazon logistics,medical,cargo bike,standard,east,foggy,394.62,10.53,39.59,36.5,yes,delivered,4,1054.09
106665.0,amazon logistics,groceries,ev van,same day,south,foggy,144.64,0.83,2.99,2.71,yes,delivered,2,695.69
106666.0,delhivery,groceries,truck,same day,north,foggy,380.21,32.9,4.4,4.19,yes,delivered,1,1716.14
106667.0,shadowfax,medical,bike,two day,south,stormy,56.34,29.43,48.34,43.98,yes,delivered,3,388.73
106668.0,amazon logistics,food,cargo bike,same day,south,windy,288.21,18.46,12.12,11.24,yes,delivered,1,1290.55
106669.0,xpressbees,clothing,three wheeler,express,west,stormy,297.63,9.55,33.45,14.69,yes,delivered,2,1170.4
106670.0,ecom express,automobile parts,cargo bike,standard,east,cold,438.24,37.33,63.08,46.04,yes,cancelled,1,1269.29
106671.0,ecom express,cosmetics,truck,express,south,cold,270.92,35.93,13.3,10.82,yes,delivered,3,1126.57
106672.0,shadowfax,clothing,cargo bike,standard,central,rainy,160.74,39.85,72.0,41.3,yes,delivered,2,673.32
106673.0,xpressbees,clothing,bike,standard,central,clear,295.51,23.32,25.64,19.08,yes,returned,1,1028.95
106674.0,dtdc,clothing,cargo bike,standard,north,clear,435.81,24.31,20.84,18.23,yes,delivered,4,1253.34
106675.0,shadowfax,books,bike,two day,south,foggy,36.87,14.8,56.07,30.42,yes,delivered,2,250.48
106676.0,dhl,cosmetics,bike,express,south,rainy,398.38,9.14,28.25,22.49,yes,delivered,2,1353.83
106677.0,shadowfax,food,van,same day,north,foggy,489.51,34.67,5.78,6.37,no,cancelled,2,2000.0
106678.0,shadowfax,groceries,truck,two day,west,foggy,131.93,30.51,47.42,46.84,yes,delivered,2,530.77
106679.0,dhl,food,three wheeler,same day,east,clear,79.81,14.24,11.03,11.97,no,delivered,5,553.38
106680.0,amazon logistics,clothing,bike,same day,central,clear,421.05,1.38,10.46,8.65,yes,delivered,3,1628.77
106681.0,xpressbees,furniture,cargo bike,express,south,rainy,153.66,8.58,13.67,10.65,yes,delivered,3,602.93
106682.0,delhivery,medical,cargo bike,two day,east,clear,309.6,27.48,31.68,24.72,yes,delivered,2,1058.42
106683.0,ekart,groceries,cargo bike,two day,west,rainy,58.15,34.92,51.35,39.77,yes,delivered,4,443.03
106684.0,ekart,books,three wheeler,standard,west,foggy,142.7,26.44,22.32,23.79,no,delivered,4,574.34
106685.0,dtdc,food,van,standard,west,stormy,269.37,46.41,54.41,41.43,yes,delivered,3,938.42
106686.0,delhivery,medical,ev van,standard,east,stormy,73.86,26.92,52.68,35.06,yes,delivered,2,420.65
106687.0,delhivery,furniture,cargo bike,standard,central,clear,169.5,42.34,18.97,18.93,yes,delivered,1,786.89
106688.0,dtdc,cosmetics,ev van,same day,north,clear,79.39,48.39,8.52,9.24,no,delivered,5,765.62
106689.0,dtdc,automobile parts,truck,same day,east,rainy,234.09,17.15,9.81,7.06,yes,delivered,1,1158.71
106690.0,shadowfax,food,three wheeler,two day,north,rainy,476.04,46.19,72.0,38.35,yes,cancelled,1,1509.86
106691.0,delhivery,cosmetics,cargo bike,express,central,cold,358.84,24.91,18.51,13.48,yes,returned,1,1302.91
106692.0,amazon logistics,cosmetics,cargo bike,express,south,clear,108.55,3.23,22.04,22.58,no,delivered,5,441.45
106693.0,ekart,books,bike,standard,central,clear,476.46,30.96,15.71,13.47,yes,cancelled,1,1416.82
106694.0,ecom express,electronics,bike,express,west,foggy,30.98,11.91,24.82,17.24,yes,delivered,2,293.32
106695.0,xpressbees,cosmetics,truck,same day,south,stormy,179.84,35.35,16.02,11.79,yes,delivered,3,1072.66
106696.0,delhivery,clothing,ev van,express,west,clear,178.38,39.49,17.99,20.65,no,delivered,5,991.74
106697.0,xpressbees,groceries,van,express,east,clear,234.79,17.26,14.01,11.93,yes,returned,2,1016.33
106698.0,dhl,medical,ev van,express,north,windy,105.15,3.28,10.65,12.65,no,returned,1,473.48
106699.0,bluedart,automobile parts,three wheeler,two day,north,cold,238.18,18.78,19.44,17.02,yes,delivered,2,717.6
106700.0,shadowfax,books,bike,same day,west,stormy,26.98,12.97,19.09,9.98,yes,delivered,3,338.84
106701.0,ekart,cosmetics,truck,two day,north,foggy,126.21,15.99,56.52,35.64,yes,delivered,4,504.82
106702.0,shadowfax,groceries,three wheeler,two day,west,stormy,215.61,17.69,37.68,17.06,yes,delivered,3,785.94
106703.0,ecom express,cosmetics,three wheeler,express,west,foggy,25.55,8.25,25.09,18.39,yes,delivered,3,272.53
106704.0,dhl,furniture,van,express,east,foggy,163.45,20.77,24.06,15.59,yes,delivered,2,765.46
106705.0,dhl,food,ev van,standard,west,rainy,399.05,25.86,62.88,44.98,yes,delivered,1,1328.62
106706.0,amazon logistics,groceries,three wheeler,express,south,clear,305.4,7.69,37.37,19.9,yes,delivered,2,1238.99
106707.0,shadowfax,medical,three wheeler,standard,west,rainy,115.32,11.11,18.0,18.03,no,delivered,5,448.79
106708.0,dtdc,groceries,cargo bike,two day,east,cold,225.58,43.58,31.47,27.92,yes,delivered,1,867.11
106709.0,shadowfax,groceries,bike,express,north,stormy,445.21,14.84,40.23,22.9,yes,delivered,1,1632.76
106710.0,ekart,groceries,ev van,express,south,rainy,227.19,32.17,6.25,6.82,no,delivered,5,978.17
106711.0,bluedart,electronics,three wheeler,standard,east,cold,16.75,40.7,50.67,43.39,yes,delivered,2,348.04
106712.0,dtdc,books,truck,express,north,stormy,259.8,11.59,26.11,13.85,yes,cancelled,2,911.67
106713.0,amazon logistics,books,truck,standard,west,rainy,271.09,38.91,32.78,28.49,yes,delivered,1,888.63
106714.0,ecom express,groceries,three wheeler,same day,central,clear,316.23,43.75,13.32,7.73,yes,delivered,3,1535.39
106715.0,amazon logistics,books,cargo bike,express,east,clear,279.38,11.31,14.78,14.47,yes,delivered,3,1109.35
106716.0,shadowfax,cosmetics,three wheeler,express,west,stormy,75.23,20.57,24.02,15.68,yes,delivered,1,445.33
106717.0,ecom express,cosmetics,three wheeler,two day,south,stormy,79.06,29.86,47.48,27.34,yes,cancelled,2,403.96
106718.0,shadowfax,medical,ev van,express,west,windy,126.46,16.89,27.34,20.87,yes,returned,1,598.66
106719.0,shadowfax,furniture,truck,two day,south,foggy,329.58,16.38,63.13,36.37,yes,returned,2,1101.7
106720.0,dhl,cosmetics,three wheeler,standard,west,foggy,319.29,24.21,43.14,32.01,yes,delivered,3,1036.7
106721.0,ekart,books,bike,two day,east,windy,318.49,22.33,57.13,30.43,yes,delivered,2,1080.06
106722.0,xpressbees,books,van,standard,central,foggy,148.25,13.86,53.47,32.57,yes,delivered,2,541.68
106723.0,ecom express,clothing,cargo bike,two day,south,foggy,309.18,40.53,27.04,17.81,yes,delivered,3,970.94
106724.0,delhivery,food,three wheeler,express,south,foggy,13.4,8.73,19.41,15.43,yes,delivered,3,231.59
106725.0,dtdc,cosmetics,truck,same day,north,stormy,33.65,10.56,15.37,8.56,yes,cancelled,2,348.38
106726.0,dtdc,food,truck,standard,central,foggy,123.95,4.84,42.0,38.68,yes,delivered,2,416.87
106727.0,shadowfax,clothing,ev van,standard,central,rainy,103.26,45.89,34.5,31.97,yes,delivered,2,622.63
106728.0,dhl,medical,ev van,two day,central,foggy,307.16,2.6,58.43,46.61,yes,cancelled,1,921.73
106729.0,ekart,food,cargo bike,express,north,windy,415.05,38.56,17.22,19.3,no,delivered,4,1773.65
106730.0,shadowfax,furniture,bike,standard,east,windy,193.88,42.75,45.26,41.64,yes,delivered,4,804.66
106731.0,ecom express,automobile parts,bike,two day,west,windy,488.19,22.86,72.0,47.46,yes,delivered,3,1381.73
106732.0,shadowfax,furniture,van,same day,south,clear,206.85,10.14,9.72,7.33,yes,cancelled,2,1061.49
106733.0,dhl,electronics,bike,express,central,foggy,373.18,3.35,22.59,18.42,yes,delivered,1,1432.62
106734.0,bluedart,electronics,three wheeler,standard,north,stormy,280.51,46.51,48.6,29.03,yes,delivered,2,1015.4
106735.0,dtdc,cosmetics,van,same day,west,cold,378.31,6.97,9.64,10.17,no,delivered,5,1670.7
106736.0,dhl,clothing,cargo bike,express,south,foggy,164.17,23.05,24.63,22.37,yes,delivered,3,762.34
106737.0,xpressbees,electronics,three wheeler,express,south,windy,220.88,27.88,34.15,21.13,yes,delivered,1,937.45
106738.0,xpressbees,automobile parts,truck,two day,east,clear,438.2,15.68,37.51,32.23,yes,returned,2,1203.06
106739.0,ekart,books,bike,two day,east,windy,431.41,29.87,35.65,26.03,yes,cancelled,1,1251.57
106740.0,xpressbees,electronics,truck,standard,north,cold,383.13,28.61,29.88,33.8,no,delivered,5,1159.45
106741.0,ekart,food,ev van,standard,east,windy,275.63,14.47,58.65,47.73,yes,delivered,1,904.63
106742.0,dtdc,medical,truck,two day,north,windy,217.76,16.17,9.15,12.25,no,delivered,4,718.76
106743.0,xpressbees,cosmetics,bike,two day,central,cold,216.44,42.05,39.79,35.61,yes,returned,1,816.11
106744.0,xpressbees,clothing,van,same day,east,clear,339.84,10.78,7.76,6.74,yes,delivered,3,1622.39
106745.0,amazon logistics,automobile parts,ev van,standard,south,windy,261.52,21.0,10.62,12.74,no,delivered,4,812.39
106746.0,amazon logistics,medical,bike,express,south,stormy,29.61,35.66,10.05,8.26,yes,cancelled,1,462.56
106747.0,amazon logistics,clothing,cargo bike,two day,east,rainy,382.31,16.76,36.18,24.5,yes,delivered,3,1127.47
106748.0,dtdc,cosmetics,truck,two day,south,rainy,442.72,10.12,25.56,17.23,yes,returned,1,1136.67
106749.0,xpressbees,electronics,cargo bike,express,central,cold,405.2,20.65,14.4,17.88,no,delivered,4,1431.72
106750.0,shadowfax,electronics,three wheeler,standard,south,windy,115.98,28.84,20.77,25.46,no,cancelled,2,557.54
106751.0,bluedart,furniture,three wheeler,two day,north,clear,135.32,17.18,17.53,14.03,yes,delivered,2,550.76
106752.0,delhivery,clothing,van,same day,north,windy,223.15,12.5,10.12,8.6,yes,delivered,3,1164.29
106753.0,ekart,clothing,van,same day,south,cold,303.11,47.09,5.78,5.35,yes,delivered,4,1534.53
106754.0,xpressbees,clothing,three wheeler,same day,south,stormy,430.08,8.46,6.48,4.29,yes,delivered,2,1831.29
106755.0,shadowfax,medical,cargo bike,express,north,stormy,51.2,40.19,19.11,12.43,yes,delivered,3,555.4
106756.0,dtdc,furniture,cargo bike,two day,north,windy,31.6,34.46,36.1,28.09,yes,returned,1,348.69
106757.0,amazon logistics,food,bike,same day,central,foggy,438.05,17.42,17.93,9.74,yes,returned,2,1898.69
106758.0,ekart,clothing,truck,express,east,clear,122.85,31.24,20.39,16.14,yes,delivered,3,773.2
106759.0,bluedart,clothing,cargo bike,express,north,cold,363.85,7.18,24.94,21.84,yes,delivered,3,1296.02
106760.0,bluedart,medical,van,standard,south,windy,417.94,16.0,26.88,32.53,no,delivered,4,1246.74
106761.0,ekart,medical,ev van,same day,south,cold,46.14,11.72,10.28,9.67,yes,delivered,3,386.32
106762.0,ekart,food,ev van,two day,south,stormy,482.27,7.4,41.52,37.73,yes,delivered,2,1444.3
106763.0,xpressbees,clothing,bike,two day,east,clear,22.53,23.93,48.25,40.07,yes,cancelled,2,271.23
106764.0,ecom express,groceries,cargo bike,standard,east,rainy,303.69,35.77,63.87,40.52,yes,delivered,3,1074.63
106765.0,delhivery,books,cargo bike,two day,central,clear,442.37,31.72,30.4,25.8,yes,cancelled,2,1292.58
106766.0,ecom express,furniture,cargo bike,standard,central,foggy,260.64,8.76,68.95,42.23,yes,delivered,1,846.99
106767.0,amazon logistics,medical,van,same day,central,windy,30.1,32.58,9.96,10.09,no,returned,1,556.5
106768.0,xpressbees,electronics,ev van,standard,west,clear,92.79,39.65,36.95,43.08,no,cancelled,1,537.41
106769.0,ekart,cosmetics,three wheeler,two day,central,windy,382.68,48.26,37.22,32.69,yes,delivered,2,1385.26
106770.0,dtdc,food,cargo bike,same day,east,windy,87.0,17.23,4.21,3.34,yes,cancelled,1,619.03
106771.0,shadowfax,groceries,truck,express,east,windy,219.73,30.89,18.66,16.69,yes,returned,1,1092.55
106772.0,amazon logistics,cosmetics,truck,standard,south,rainy,90.85,6.04,10.39,12.35,no,cancelled,2,375.16
106773.0,bluedart,groceries,bike,same day,north,clear,407.75,37.91,13.42,9.72,yes,delivered,4,2000.0
106774.0,dtdc,books,three wheeler,same day,west,rainy,360.3,9.36,14.89,11.9,yes,returned,1,1652.55
106775.0,ecom express,books,bike,express,south,clear,233.38,22.9,9.31,7.31,yes,delivered,2,1018.2
106776.0,ekart,medical,truck,standard,west,rainy,352.14,20.04,43.24,38.45,yes,cancelled,2,1180.9
106777.0,amazon logistics,clothing,three wheeler,two day,north,clear,265.5,3.8,34.33,34.45,no,delivered,5,846.68
106778.0,dtdc,food,ev van,same day,east,foggy,187.85,10.07,13.44,11.34,yes,delivered,3,848.05
106779.0,ekart,books,ev van,standard,central,foggy,70.78,44.1,38.3,23.83,yes,delivered,2,460.39
106780.0,ecom express,automobile parts,cargo bike,standard,south,rainy,232.79,23.82,45.37,42.93,yes,delivered,1,813.79
106781.0,dhl,automobile parts,van,two day,south,stormy,212.21,15.82,20.77,15.39,yes,delivered,1,731.84
106782.0,ecom express,clothing,bike,same day,north,stormy,477.08,48.55,15.14,7.39,yes,delivered,4,2000.0
106783.0,dtdc,groceries,three wheeler,same day,north,clear,122.56,18.79,9.13,10.92,no,delivered,4,816.77
106784.0,dhl,medical,bike,standard,east,cold,312.1,36.23,14.17,12.32,yes,delivered,2,990.42
106785.0,xpressbees,cosmetics,three wheeler,express,north,rainy,400.03,11.25,14.87,8.89,yes,returned,1,1312.84
106786.0,delhivery,electronics,cargo bike,standard,south,clear,184.25,49.69,39.55,35.05,yes,delivered,3,843.43
106787.0,xpressbees,furniture,ev van,express,central,rainy,407.03,41.13,19.78,17.81,yes,cancelled,2,1679.83
106788.0,xpressbees,clothing,cargo bike,same day,west,foggy,497.64,35.09,3.07,3.78,no,returned,1,2000.0
106789.0,xpressbees,cosmetics,ev van,two day,west,clear,463.71,38.24,39.41,44.36,no,delivered,5,1482.99
106790.0,ecom express,medical,cargo bike,express,east,clear,57.1,46.77,11.71,10.08,yes,delivered,1,603.54
106791.0,amazon logistics,clothing,ev van,standard,west,clear,208.93,33.7,20.1,23.33,no,delivered,4,796.27
106792.0,xpressbees,books,truck,standard,east,foggy,400.89,25.87,25.57,17.26,yes,cancelled,1,1277.71
106793.0,xpressbees,electronics,bike,express,south,windy,235.42,7.95,21.33,13.56,yes,returned,1,885.84
106794.0,shadowfax,books,truck,express,north,windy,107.65,17.55,24.55,18.55,yes,returned,2,537.38
106795.0,bluedart,books,three wheeler,two day,north,clear,204.17,35.43,62.08,47.13,yes,cancelled,2,829.72
106796.0,bluedart,food,three wheeler,same day,east,stormy,424.15,34.16,23.11,9.96,yes,cancelled,2,1939.03
106797.0,dtdc,electronics,bike,standard,west,rainy,87.42,25.04,32.48,36.84,no,delivered,4,410.6
106798.0,xpressbees,electronics,truck,standard,central,windy,20.56,48.87,32.15,40.02,no,delivered,4,363.63
106799.0,shadowfax,furniture,bike,standard,south,windy,386.25,32.44,17.69,15.05,yes,delivered,3,1268.34
106800.0,xpressbees,books,cargo bike,two day,south,rainy,468.15,36.76,46.91,33.71,yes,delivered,1,1374.31
106801.0,ecom express,electronics,three wheeler,same day,west,rainy,344.12,38.07,7.09,3.08,yes,cancelled,2,1776.21
106802.0,amazon logistics,electronics,van,same day,central,foggy,165.72,22.95,13.03,8.97,yes,cancelled,2,993.17
106803.0,dhl,groceries,three wheeler,standard,central,rainy,18.87,22.31,29.86,25.27,yes,delivered,3,275.58
106804.0,ecom express,groceries,cargo bike,express,west,clear,99.68,28.53,14.44,17.91,no,delivered,4,564.45
106805.0,amazon logistics,automobile parts,cargo bike,standard,central,windy,220.58,34.58,24.27,26.95,no,delivered,5,753.52
106806.0,bluedart,furniture,bike,express,east,foggy,446.7,0.66,26.52,22.8,yes,delivered,2,1537.51
106807.0,amazon logistics,electronics,cargo bike,two day,south,cold,108.5,39.02,15.51,18.63,no,delivered,4,556.88
106808.0,bluedart,electronics,van,express,east,foggy,242.49,0.6,24.58,15.49,yes,delivered,2,822.39
106809.0,ekart,food,van,two day,south,rainy,476.55,24.19,53.76,35.07,yes,delivered,3,1338.29
106810.0,delhivery,books,cargo bike,standard,east,foggy,338.5,21.49,32.29,32.16,yes,delivered,3,1016.85
106811.0,bluedart,clothing,cargo bike,same day,west,clear,246.71,46.77,5.25,6.22,no,delivered,3,1316.08
106812.0,amazon logistics,medical,three wheeler,standard,east,stormy,417.66,34.73,51.34,26.2,yes,cancelled,2,1345.28
106813.0,xpressbees,automobile parts,ev van,two day,central,foggy,224.82,47.75,43.4,45.3,no,delivered,5,941.74
106814.0,ekart,automobile parts,three wheeler,express,west,stormy,327.92,6.87,21.9,12.68,yes,delivered,4,1101.43
106815.0,bluedart,automobile parts,bike,same day,west,stormy,353.55,18.41,15.3,7.67,yes,delivered,1,1545.18
106816.0,xpressbees,electronics,truck,express,central,rainy,185.46,20.98,14.14,10.36,yes,cancelled,2,771.81
